Date,Pair_Rank,Ticker_A,Ticker_B,Price_A,Price_B,ZScore,Position,Unrealized_PnL,Realized_PnL,Cumulative_PnL,Status
2016-12-05,1,CMS,XEL,30.3394,29.1994,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-06,1,CMS,XEL,30.3394,29.1843,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-07,1,CMS,XEL,30.8334,29.6209,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-08,1,CMS,XEL,30.8638,29.5457,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-09,1,CMS,XEL,31.2514,29.9973,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-12,1,CMS,XEL,31.7075,30.464,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-13,1,CMS,XEL,31.563,30.6522,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-14,1,CMS,XEL,31.0234,30.1404,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-15,1,CMS,XEL,31.0842,30.2759,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-16,1,CMS,XEL,31.5403,30.6296,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-19,1,CMS,XEL,31.8366,30.6823,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-20,1,CMS,XEL,31.6998,30.8479,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-21,1,CMS,XEL,31.5858,30.7952,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-22,1,CMS,XEL,31.6086,30.8712,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-23,1,CMS,XEL,31.6922,30.8712,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-27,1,CMS,XEL,31.6846,30.9167,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-28,1,CMS,XEL,31.3882,30.5827,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-29,1,CMS,XEL,31.7454,31.0761,0.0,0,0.0,0.0,0.0,HOLD_CASH
2016-12-30,1,CMS,XEL,31.6314,30.8939,0.0,0,0.0,0.0,0.0,HOLD_CASH
2017-01-03,1,CMS,XEL,31.563,30.8332,-1.0061,0,0.0,0.0,0.0,HOLD_CASH
2017-01-04,1,CMS,XEL,31.7378,30.9698,-0.7704,0,0.0,0.0,0.0,HOLD_CASH
2017-01-05,1,CMS,XEL,31.9127,30.9698,0.0625,0,0.0,0.0,0.0,HOLD_CASH
2017-01-06,1,CMS,XEL,32.0343,31.0609,0.2751,0,0.0,0.0,0.0,HOLD_CASH
2017-01-09,1,CMS,XEL,31.6011,30.5903,0.7249,0,0.0,0.0,0.0,HOLD_CASH
2017-01-10,1,CMS,XEL,31.5478,30.5827,0.646,0,0.0,0.0,0.0,HOLD_CASH
2017-01-11,1,CMS,XEL,31.8822,30.8863,1.0622,0,0.0,0.0,0.0,HOLD_CASH
2017-01-12,1,CMS,XEL,31.8442,31.0078,-0.2293,0,0.0,0.0,0.0,HOLD_CASH
2017-01-13,1,CMS,XEL,31.8746,30.856,1.2009,0,0.0,0.0,0.0,HOLD_CASH
