Date,Pair_Rank,Ticker_A,Ticker_B,Price_A,Price_B,Mean_A,Std_A,Mean_B,Std_B,Hedge_Ratio,ZScore,Position,Unrealized_PnL,Realized_PnL,Cumulative_PnL,Status
2020-09-01,1,FRT,REG,62.9455,31.8302,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-02,1,FRT,REG,64.3464,33.1471,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-03,1,FRT,REG,65.1775,33.3086,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-04,1,FRT,REG,64.9479,33.551,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-08,1,FRT,REG,63.5312,33.0986,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-09,1,FRT,REG,62.8347,33.0178,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-10,1,FRT,REG,61.7583,31.7817,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-11,1,FRT,REG,61.0618,31.1839,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-14,1,FRT,REG,63.729,32.3473,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-15,1,FRT,REG,64.2356,33.2925,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-16,1,FRT,REG,66.151,33.6156,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-17,1,FRT,REG,66.2064,33.3571,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-18,1,FRT,REG,64.6947,32.3715,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-21,1,FRT,REG,58.7608,30.061,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-22,1,FRT,REG,59.1938,30.1014,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-23,1,FRT,REG,57.3014,29.5116,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-24,1,FRT,REG,58.0071,29.7136,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-25,1,FRT,REG,58.6405,30.2306,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-28,1,FRT,REG,60.0919,31.1516,82.5749,19.2924,42.1534,8.8253,0.9947,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-29,1,FRT,REG,58.5283,30.5134,82.5749,19.2924,42.1534,8.8253,0.9947,-0.7795,0.0,0.0,0.0,0.0,HOLD_CASH
2020-09-30,1,FRT,REG,58.8891,30.7153,82.5749,19.2924,42.1534,8.8253,0.9947,-0.7878,0.0,0.0,0.0,0.0,HOLD_CASH
2020-10-01,1,FRT,REG,60.982,31.8302,82.5749,19.2924,42.1534,8.8253,0.9947,-1.1286,0.0,0.0,0.0,0.0,HOLD_CASH
2020-10-02,1,FRT,REG,62.8905,32.4765,82.5749,19.2924,42.1534,8.8253,0.9947,-0.5025,0.0,0.0,0.0,0.0,HOLD_CASH
2020-10-05,1,FRT,REG,62.9867,32.4038,82.5749,19.2924,42.1534,8.8253,0.9947,-0.2396,0.0,0.0,0.0,0.0,HOLD_CASH
2020-10-06,1,FRT,REG,62.8664,32.2745,82.5749,19.2924,42.1534,8.8253,0.9947,-0.1216,0.0,0.0,0.0,0.0,HOLD_CASH
2020-10-07,1,FRT,REG,62.265,31.8545,82.5749,19.2924,42.1534,8.8253,0.9947,0.1741,0.0,0.0,0.0,0.0,HOLD_CASH
2020-10-08,1,FRT,REG,63.9249,32.6704,82.5749,19.2924,42.1534,8.8253,0.9947,-0.0121,0.0,0.0,0.0,0.0,HOLD_CASH
2020-10-09,1,FRT,REG,62.8504,31.9756,82.5749,19.2924,42.1534,8.8253,0.9947,0.6273,0.0,0.0,0.0,0.0,HOLD_CASH
2020-10-12,1,FRT,REG,63.2032,32.113,82.5749,19.2924,42.1534,8.8253,0.9947,0.7092,0.0,0.0,0.0,0.0,HOLD_CASH
2020-10-13,1,FRT,REG,61.6877,30.8931,82.5749,19.2924,42.1534,8.8253,0.9947,2.061,-1.0,0.0,-0.0833,-0.0833,ENTER_SHORT_A
2020-10-14,1,FRT,REG,60.6532,30.4245,82.5749,19.2924,42.1534,8.8253,0.9947,1.7642,-1.0,0.01,-0.0833,-0.0733,HOLDING
2020-10-15,1,FRT,REG,61.0862,31.1354,82.5749,19.2924,42.1534,8.8253,0.9947,0.3798,0.0,0.0,0.5631,0.5631,EXIT
2020-10-16,1,FRT,REG,59.6349,30.3276,82.5749,19.2924,42.1534,8.8253,0.9947,0.852,0.0,0.0,0.5631,0.5631,HOLD_CASH
2020-10-19,1,FRT,REG,58.8651,29.8913,82.5749,19.2924,42.1534,8.8253,0.9947,1.0347,0.0,0.0,0.5631,0.5631,HOLD_CASH
2020-10-20,1,FRT,REG,59.4665,30.2953,82.5749,19.2924,42.1534,8.8253,0.9947,0.6866,0.0,0.0,0.5631,0.5631,HOLD_CASH
2020-10-21,1,FRT,REG,59.1537,30.0044,82.5749,19.2924,42.1534,8.8253,0.9947,1.0266,0.0,0.0,0.5631,0.5631,HOLD_CASH
