Date,Pair_Rank,Ticker_A,Ticker_B,Price_A,Price_B,ZScore,Position,Unrealized_PnL,Realized_PnL,Cumulative_PnL,Status
2018-02-06,1,CMS,DTE,32.9959,64.745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-02-07,1,CMS,DTE,32.9959,64.6863,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-02-08,1,CMS,DTE,32.6906,64.1781,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-02-09,1,CMS,DTE,33.4889,65.8528,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-02-12,1,CMS,DTE,33.5594,65.9766,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-02-13,1,CMS,DTE,33.6924,66.6021,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-02-14,1,CMS,DTE,33.575,65.9635,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-02-15,1,CMS,DTE,34.5205,67.2146,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-02-16,1,CMS,DTE,34.8835,68.5635,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-02-20,1,CMS,DTE,34.2206,67.2472,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-02-21,1,CMS,DTE,33.9523,66.4001,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-02-22,1,CMS,DTE,33.9444,66.374,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-02-23,1,CMS,DTE,34.6152,68.2247,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-02-26,1,CMS,DTE,34.5442,67.6121,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-02-27,1,CMS,DTE,33.7392,66.4848,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-02-28,1,CMS,DTE,33.5024,65.6703,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-03-01,1,CMS,DTE,33.4314,65.6377,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-03-02,1,CMS,DTE,33.6129,65.6768,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-03-05,1,CMS,DTE,34.1654,66.8367,0.0,0,0.0,0.0,0.0,HOLD_CASH
2018-03-06,1,CMS,DTE,33.6918,65.944,0.6756,0,0.0,0.0,0.0,HOLD_CASH
2018-03-07,1,CMS,DTE,33.534,65.1099,2.3516,-1,0.0,-0.5,-0.5,ENTER_SHORT_A
2018-03-08,1,CMS,DTE,33.5892,65.4227,1.4348,-1,0.7891,-0.5,0.2891,HOLDING
2018-03-09,1,CMS,DTE,33.826,65.5074,2.2025,-1,-0.6508,-0.5,-1.1508,HOLDING
2018-03-12,1,CMS,DTE,34.0075,65.755,2.0766,-1,-1.0533,-0.5,-1.5533,HOLDING
2018-03-13,1,CMS,DTE,33.9049,65.768,1.3608,-1,-0.2384,-0.5,-0.7384,HOLDING
2018-03-14,1,CMS,DTE,34.189,66.3154,1.2705,-1,-0.2548,-0.5,-0.7548,HOLDING
2018-03-15,1,CMS,DTE,34.4968,66.2828,2.3201,-1,-2.6745,-0.5,-3.1745,HOLDING
2018-03-16,1,CMS,DTE,34.9467,67.2248,1.8595,-1,-2.4115,-0.5,-2.9115,HOLDING
2018-03-19,1,CMS,DTE,34.7099,67.1722,0.9586,-1,-0.8483,-0.5,-1.3483,HOLDING
2018-03-20,1,CMS,DTE,34.7178,67.1459,0.9428,-1,-1.0081,-0.5,-1.5081,HOLDING
2018-03-21,1,CMS,DTE,34.5758,67.3957,-0.1313,-1,1.01,-0.5,0.51,HOLDING
2018-03-22,1,CMS,DTE,34.6862,67.4088,0.2348,-1,0.2368,-0.5,-0.2632,HOLDING
2018-03-23,1,CMS,DTE,34.1338,66.4491,-0.0915,-1,0.6705,-0.5,0.1705,HOLDING
2018-03-26,1,CMS,DTE,34.5836,67.1262,0.2919,-1,-0.0836,-0.5,-0.5836,HOLDING
2018-03-27,1,CMS,DTE,35.3176,68.2371,0.9284,-1,-1.2901,-0.5,-1.7901,HOLDING
2018-03-28,1,CMS,DTE,35.5702,68.3619,1.6305,-1,-2.6934,-0.5,-3.1934,HOLDING
2018-03-29,1,CMS,DTE,35.7438,68.6249,1.6641,-1,-2.9782,-0.5,-3.4782,HOLDING
2018-04-02,1,CMS,DTE,35.5228,68.145,1.6054,-1,-3.1732,-0.5,-3.6732,HOLDING
2018-04-03,1,CMS,DTE,35.7359,68.638,1.2911,-1,-2.8689,-0.5,-3.3689,HOLDING
2018-04-04,1,CMS,DTE,35.7596,68.2896,2.0438,-1,-4.3832,-0.5,-4.8832,HOLDING
2018-04-05,1,CMS,DTE,35.9569,68.7761,1.5568,-1,-3.9863,-0.5,-4.4863,HOLDING
2018-04-06,1,CMS,DTE,35.7675,68.4014,1.4299,-1,-4.0128,-0.5,-4.5128,HOLDING
2018-04-09,1,CMS,DTE,35.5938,68.5854,0.1832,-1,-2.0117,-0.5,-2.5117,HOLDING
