Date,Pair_Rank,Ticker_A,Ticker_B,Price_A,Price_B,Hedge_Ratio,ZScore,Position,Unrealized_PnL,Realized_PnL,Cumulative_PnL,Status
2022-09-09,1,AVB,EQR,189.3685,66.8603,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-09-12,1,AVB,EQR,189.1566,67.1547,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-09-13,1,AVB,EQR,183.5318,64.9295,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-09-14,1,AVB,EQR,181.0859,64.2541,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-09-15,1,AVB,EQR,177.7659,63.1458,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-09-16,1,AVB,EQR,178.3486,63.3017,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-09-19,1,AVB,EQR,176.2736,62.5917,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-09-20,1,AVB,EQR,170.3133,60.4877,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-09-21,1,AVB,EQR,166.8608,59.4747,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-09-22,1,AVB,EQR,166.4281,59.6045,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-09-23,1,AVB,EQR,166.7283,59.7574,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-09-26,1,AVB,EQR,162.64,57.9138,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-09-27,1,AVB,EQR,160.5297,57.3721,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-09-28,1,AVB,EQR,164.6003,58.8749,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-09-29,1,AVB,EQR,161.6435,57.8614,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-09-30,1,AVB,EQR,164.0392,58.7351,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-10-03,1,AVB,EQR,166.2034,59.4953,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-10-04,1,AVB,EQR,167.5749,59.8361,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-10-05,1,AVB,EQR,162.543,58.1322,1.1066,0.0,0,0.0,0.0,0.0,HOLD_CASH
2022-10-06,1,AVB,EQR,158.1969,56.3148,1.1066,2.5512,-1,0.0,-0.0833,-0.0833,ENTER_SHORT_A
2022-10-07,1,AVB,EQR,153.4322,54.6371,1.1066,2.5565,-1,-0.1126,-0.0833,-0.196,HOLDING
2022-10-10,1,AVB,EQR,152.1676,54.2614,1.1066,2.1061,-1,-0.0885,-0.0833,-0.1718,HOLDING
2022-10-11,1,AVB,EQR,155.5963,55.0915,1.1066,2.5234,-1,-0.3006,-0.0833,-0.3839,HOLDING
2022-10-12,1,AVB,EQR,152.8889,54.1653,1.1066,2.2206,-1,-0.3436,-0.0833,-0.4269,HOLDING
2022-10-13,1,AVB,EQR,156.6294,55.8692,1.1066,0.6039,-1,0.0456,-0.0833,-0.0378,HOLDING
2022-10-14,1,AVB,EQR,151.0276,54.0255,1.1066,0.6448,-1,0.0132,-0.0833,-0.0701,HOLDING
2022-10-17,1,AVB,EQR,156.1931,56.0789,1.1066,-0.5414,-1,0.3177,-0.0833,0.2343,HOLDING
2022-10-18,1,AVB,EQR,158.3127,56.8041,1.1066,-0.6219,-1,0.3514,-0.0833,0.2681,HOLDING
2022-10-19,1,AVB,EQR,154.3851,55.5983,1.1066,-0.7974,-1,0.3962,-0.0833,0.3129,HOLDING
2022-10-20,1,AVB,EQR,153.2096,55.5808,1.1066,-1.7501,-1,0.6766,-0.0833,0.5932,HOLDING
2022-10-21,1,AVB,EQR,155.7567,56.1051,1.1066,-0.9071,-1,0.4472,-0.0833,0.3638,HOLDING
2022-10-24,1,AVB,EQR,154.2515,56.0526,1.1066,-1.8388,-1,0.7828,-0.0833,0.6995,HOLDING
2022-10-25,1,AVB,EQR,159.2389,57.8526,1.1066,-1.909,-1,0.9348,-0.0833,0.8515,HOLDING
2022-10-26,1,AVB,EQR,155.4628,55.7818,1.1066,-0.0251,-1,0.2694,-0.0833,0.186,HOLDING
2022-10-27,1,AVB,EQR,153.4856,54.3837,1.1066,1.5468,-1,-0.323,-0.0833,-0.4063,HOLDING
2022-10-28,1,AVB,EQR,156.389,55.1614,1.1066,1.6333,-1,-0.4445,-0.0833,-0.5278,HOLDING
2022-10-31,1,AVB,EQR,155.9615,55.0653,1.1066,1.3799,-1,-0.4123,-0.0833,-0.4956,HOLDING
2022-11-01,1,AVB,EQR,156.1129,55.2662,1.1066,0.9829,-1,-0.2939,-0.0833,-0.3773,HOLDING
2022-11-02,1,AVB,EQR,152.4525,54.043,1.1066,0.9826,-1,-0.3295,-0.0833,-0.4129,HOLDING
2022-11-03,1,AVB,EQR,151.4907,53.6323,1.1066,1.0923,-1,-0.4082,-0.0833,-0.4916,HOLDING
2022-11-04,1,AVB,EQR,148.9881,53.5274,1.1066,-0.182,-1,0.136,-0.0833,0.0527,HOLDING
2022-11-07,1,AVB,EQR,144.2947,52.5925,1.1066,-1.1833,-1,0.5829,-0.0833,0.4996,HOLDING
2022-11-08,1,AVB,EQR,143.4308,52.4789,1.1066,-1.3381,-1,0.7106,-0.0833,0.6273,HOLDING
2022-11-09,1,AVB,EQR,141.5872,52.1469,1.1066,-1.6189,-1,0.9135,-0.0833,0.8302,HOLDING
2022-11-10,1,AVB,EQR,153.0225,55.8954,1.1066,-1.3802,-1,0.9679,-0.0833,0.8845,HOLDING
2022-11-11,1,AVB,EQR,148.8278,54.8556,1.1066,-1.6659,-1,1.2085,-0.0833,1.1252,HOLDING
2022-11-14,1,AVB,EQR,148.1954,53.7983,1.1066,-0.4102,-1,0.5448,-0.0833,0.4615,HOLDING
2022-11-15,1,AVB,EQR,150.4843,54.4362,1.1066,-0.2353,-1,0.4683,-0.0833,0.3849,HOLDING
2022-11-16,1,AVB,EQR,147.9105,53.7808,1.1066,-0.4831,-1,0.6025,-0.0833,0.5191,HOLDING
2022-11-17,1,AVB,EQR,147.0644,53.9818,1.1066,-1.1161,-1,0.9703,-0.0833,0.8869,HOLDING
2022-11-18,1,AVB,EQR,150.6802,54.9866,1.1066,-0.7991,-1,0.8472,-0.0833,0.7639,HOLDING
2022-11-21,1,AVB,EQR,150.2349,54.8818,1.1066,-0.8392,-1,0.877,-0.0833,0.7937,HOLDING
2022-11-22,1,AVB,EQR,150.422,55.0128,1.1066,-0.9245,-1,0.9321,-0.0833,0.8488,HOLDING
2022-11-23,1,AVB,EQR,150.0836,54.6197,1.1066,-0.5043,-1,0.7111,-0.0833,0.6278,HOLDING
2022-11-25,1,AVB,EQR,151.4551,55.5109,1.1066,-0.9883,-1,1.061,-0.0833,0.9776,HOLDING
2022-11-28,1,AVB,EQR,149.6828,54.34,1.1066,-0.1069,-1,0.594,-0.0833,0.5107,HOLDING
2022-11-29,1,AVB,EQR,152.1052,55.5546,1.1066,-0.6511,-1,0.9324,-0.0833,0.849,HOLDING
2022-11-30,1,AVB,EQR,155.7655,56.673,1.1066,-0.4364,-1,0.8864,-0.0833,0.8031,HOLDING
2022-12-01,1,AVB,EQR,155.1243,56.4895,1.1066,-0.4089,-1,0.9042,-0.0833,0.8208,HOLDING
2022-12-02,1,AVB,EQR,153.6904,56.0177,1.1066,-0.3448,-1,0.8959,-0.0833,0.8126,HOLDING
2022-12-05,1,AVB,EQR,151.6688,55.0216,1.1066,1.0133,-1,0.6272,-0.0833,0.5438,HOLDING
2022-12-06,1,AVB,EQR,148.6319,53.9119,1.1066,1.4148,-1,0.524,-0.0833,0.4406,HOLDING
2022-12-07,1,AVB,EQR,149.5937,54.1391,1.1066,1.5735,-1,0.4601,-0.0833,0.3767,HOLDING
2022-12-08,1,AVB,EQR,151.0454,54.7944,1.1066,0.8246,-1,0.6065,-0.0833,0.5231,HOLDING
2022-12-09,1,AVB,EQR,151.0276,54.8119,1.1066,0.6658,-1,0.6245,-0.0833,0.5412,HOLDING
2022-12-12,1,AVB,EQR,152.7821,55.5196,1.1066,0.0757,-1,0.7359,-0.0833,0.6526,HOLDING
2022-12-13,1,AVB,EQR,154.4296,56.0614,1.1066,0.1216,-1,0.7451,-0.0833,0.6617,HOLDING
2022-12-14,1,AVB,EQR,153.2541,55.8604,1.1066,-0.6036,-1,0.8828,-0.0833,0.7995,HOLDING
2022-12-15,1,AVB,EQR,150.324,54.8381,1.1066,-0.2828,-1,0.8208,-0.0833,0.7375,HOLDING
2022-12-16,1,AVB,EQR,146.9486,53.1517,1.1066,2.1353,-1,0.354,-0.0833,0.2706,HOLDING
2022-12-19,1,AVB,EQR,144.4728,52.1207,1.1066,2.4464,-1,0.1716,-0.0833,0.0883,HOLDING
2022-12-20,1,AVB,EQR,143.5733,51.509,1.1066,2.7028,-1,-0.0789,-0.0833,-0.1623,HOLDING
2022-12-21,1,AVB,EQR,144.6064,51.6488,1.1066,2.5356,-1,-0.2286,-0.0833,-0.3119,HOLDING
2022-12-22,1,AVB,EQR,144.1433,51.5702,1.1066,1.9757,-1,-0.1739,-0.0833,-0.2572,HOLDING
2022-12-23,1,AVB,EQR,145.1942,51.9372,1.1066,1.6922,-1,-0.1514,-0.0833,-0.2348,HOLDING
2022-12-27,1,AVB,EQR,144.9893,51.9634,1.1066,1.3398,-1,-0.0798,-0.0833,-0.1632,HOLDING
2022-12-28,1,AVB,EQR,143.4575,51.3605,1.1066,1.3927,-1,-0.1654,-0.0833,-0.2488,HOLDING
2022-12-29,1,AVB,EQR,146.2998,52.2867,1.1066,1.2407,-1,-0.1562,-0.0833,-0.2396,HOLDING
2022-12-30,1,AVB,EQR,145.2834,52.0968,1.1066,0.8808,-1,-0.0496,-0.0833,-0.133,HOLDING
2023-01-03,1,AVB,EQR,145.2655,51.9556,1.1066,1.0471,-1,-0.155,-0.0833,-0.2383,HOLDING
2023-01-04,1,AVB,EQR,147.802,52.8474,1.1066,0.8154,-1,-0.096,-0.0833,-0.1793,HOLDING
