Date,Pair_Rank,Ticker_A,Ticker_B,Price_A,Price_B,Mean_A,Std_A,Mean_B,Std_B,Hedge_Ratio,ZScore,Position,Unrealized_PnL,Realized_PnL,Cumulative_PnL,Status
2020-04-02,1,DVN,EOG,5.721,29.0169,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-03,1,DVN,EOG,6.1543,30.2215,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-06,1,DVN,EOG,6.4627,29.873,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-07,1,DVN,EOG,6.3966,31.3125,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-08,1,DVN,EOG,6.9107,34.3127,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-09,1,DVN,EOG,7.1016,33.9566,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-13,1,DVN,EOG,7.131,32.7975,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-14,1,DVN,EOG,6.6904,31.9944,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-15,1,DVN,EOG,6.3672,30.4923,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-16,1,DVN,EOG,5.9413,27.9163,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-17,1,DVN,EOG,6.7712,31.9829,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-20,1,DVN,EOG,6.7271,31.4708,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-21,1,DVN,EOG,6.6463,30.9586,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-22,1,DVN,EOG,7.1531,32.9843,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-23,1,DVN,EOG,7.7626,33.8022,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-24,1,DVN,EOG,7.7259,33.1448,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-27,1,DVN,EOG,7.9021,34.0468,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-28,1,DVN,EOG,8.0564,34.3832,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-29,1,DVN,EOG,9.2755,36.4776,17.1456,4.2634,58.5662,11.2677,0.9875,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-04-30,1,DVN,EOG,9.158,36.3171,17.1456,4.2634,58.5662,11.2677,0.9875,1.5216,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-01,1,DVN,EOG,8.1886,34.0698,17.1456,4.2634,58.5662,11.2677,0.9875,1.0738,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-04,1,DVN,EOG,8.3868,35.7285,17.1456,4.2634,58.5662,11.2677,0.9875,-0.0188,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-05,1,DVN,EOG,8.2106,35.2011,17.1456,4.2634,58.5662,11.2677,0.9875,0.0661,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-06,1,DVN,EOG,8.4383,35.0406,17.1456,4.2634,58.5662,11.2677,0.9875,0.73,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-07,1,DVN,EOG,8.8201,36.9286,17.1456,4.2634,58.5662,11.2677,0.9875,-0.2888,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-08,1,DVN,EOG,9.3269,39.3289,17.1456,4.2634,58.5662,11.2677,0.9875,-1.7111,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-11,1,DVN,EOG,9.1506,38.0982,17.1456,4.2634,58.5662,11.2677,0.9875,-0.7325,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-12,1,DVN,EOG,9.1066,38.0065,17.1456,4.2634,58.5662,11.2677,0.9875,-0.8251,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-13,1,DVN,EOG,8.4676,36.8445,17.1456,4.2634,58.5662,11.2677,0.9875,-1.4428,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-14,1,DVN,EOG,8.5631,36.3553,17.1456,4.2634,58.5662,11.2677,0.9875,-0.4105,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-15,1,DVN,EOG,8.7761,36.4471,17.1456,4.2634,58.5662,11.2677,0.9875,0.1806,0.0,0.0,0.0,0.0,HOLD_CASH
