Date,Pair_Rank,Ticker_A,Ticker_B,Price_A,Price_B,Hedge_Ratio,ZScore,Position,Unrealized_PnL,Realized_PnL,Cumulative_PnL,Status
2019-08-09,1,AEP,XEL,71.4273,50.7001,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-08-12,1,AEP,XEL,71.7925,50.5031,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-08-13,1,AEP,XEL,71.6496,50.38,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-08-14,1,AEP,XEL,70.2444,49.8875,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-08-15,1,AEP,XEL,71.7369,50.5031,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-08-16,1,AEP,XEL,71.6337,50.7248,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-08-19,1,AEP,XEL,71.8878,51.012,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-08-20,1,AEP,XEL,72.0624,51.2172,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-08-21,1,AEP,XEL,72.5229,51.7097,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-08-22,1,AEP,XEL,72.2212,51.9395,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-08-23,1,AEP,XEL,71.1177,51.2583,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-08-26,1,AEP,XEL,72.1101,52.1529,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-08-27,1,AEP,XEL,71.983,52.5223,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-08-28,1,AEP,XEL,71.1573,52.5141,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-08-29,1,AEP,XEL,72.0227,53.023,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-08-30,1,AEP,XEL,72.3641,52.7111,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-09-03,1,AEP,XEL,73.6582,53.7863,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-09-04,1,AEP,XEL,73.8725,54.0243,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-09-05,1,AEP,XEL,72.6658,53.4744,0.9745,0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-09-06,1,AEP,XEL,72.3165,53.1871,0.9745,-1.2524,0,0.0,0.0,0.0,HOLD_CASH
2019-09-09,1,AEP,XEL,72.5467,52.0298,0.9745,0.2687,0,0.0,0.0,0.0,HOLD_CASH
2019-09-10,1,AEP,XEL,72.3165,51.7015,0.9745,0.5264,0,0.0,0.0,0.0,HOLD_CASH
2019-09-11,1,AEP,XEL,72.7928,51.9149,0.9745,0.7764,0,0.0,0.0,0.0,HOLD_CASH
2019-09-12,1,AEP,XEL,73.0548,52.1008,0.9745,0.8024,0,0.0,0.0,0.0,HOLD_CASH
2019-09-13,1,AEP,XEL,72.6737,51.7208,0.9745,1.0199,0,0.0,0.0,0.0,HOLD_CASH
2019-09-16,1,AEP,XEL,72.8087,51.9025,0.9745,0.9542,0,0.0,0.0,0.0,HOLD_CASH
2019-09-17,1,AEP,XEL,73.6185,52.646,0.9745,0.7935,0,0.0,0.0,0.0,HOLD_CASH
2019-09-18,1,AEP,XEL,73.8487,52.8773,0.9745,0.7502,0,0.0,0.0,0.0,HOLD_CASH
2019-09-19,1,AEP,XEL,73.9757,53.0838,0.9745,0.621,0,0.0,0.0,0.0,HOLD_CASH
2019-09-20,1,AEP,XEL,73.9757,53.3812,0.9745,0.1945,0,0.0,0.0,0.0,HOLD_CASH
2019-09-23,1,AEP,XEL,74.1504,53.3647,0.9745,0.3977,0,0.0,0.0,0.0,HOLD_CASH
2019-09-24,1,AEP,XEL,75.0951,54.0503,0.9745,0.3907,0,0.0,0.0,0.0,HOLD_CASH
2019-09-25,1,AEP,XEL,74.8093,53.7364,0.9745,0.4796,0,0.0,0.0,0.0,HOLD_CASH
2019-09-26,1,AEP,XEL,74.8569,54.166,0.9745,-0.1971,0,0.0,0.0,0.0,HOLD_CASH
2019-09-27,1,AEP,XEL,74.7855,53.9925,0.9745,-0.1025,0,0.0,0.0,0.0,HOLD_CASH
2019-09-30,1,AEP,XEL,74.3806,53.6042,0.9745,-0.0,0,0.0,0.0,0.0,HOLD_CASH
2019-10-01,1,AEP,XEL,74.0075,53.6538,0.9745,-0.658,0,0.0,0.0,0.0,HOLD_CASH
2019-10-02,1,AEP,XEL,73.1421,52.3238,0.9745,0.5956,0,0.0,0.0,0.0,HOLD_CASH
2019-10-03,1,AEP,XEL,73.4359,52.4312,0.9745,0.7928,0,0.0,0.0,0.0,HOLD_CASH
2019-10-04,1,AEP,XEL,74.3171,53.3895,0.9745,-0.2074,0,0.0,0.0,0.0,HOLD_CASH
2019-10-07,1,AEP,XEL,74.3965,53.1003,0.9745,0.9947,0,0.0,0.0,0.0,HOLD_CASH
2019-10-08,1,AEP,XEL,73.4835,52.5303,0.9745,0.6283,0,0.0,0.0,0.0,HOLD_CASH
2019-10-09,1,AEP,XEL,73.7375,52.8029,0.9745,0.3616,0,0.0,0.0,0.0,HOLD_CASH
2019-10-10,1,AEP,XEL,73.5232,52.8277,0.9745,-0.2525,0,0.0,0.0,0.0,HOLD_CASH
2019-10-11,1,AEP,XEL,73.3088,52.3156,0.9745,1.1844,0,0.0,0.0,0.0,HOLD_CASH
2019-10-14,1,AEP,XEL,73.0628,52.2742,0.9745,0.6901,0,0.0,0.0,0.0,HOLD_CASH
2019-10-15,1,AEP,XEL,72.8325,52.1669,0.9745,0.4574,0,0.0,0.0,0.0,HOLD_CASH
2019-10-16,1,AEP,XEL,73.5153,52.4477,0.9745,1.3031,0,0.0,0.0,0.0,HOLD_CASH
2019-10-17,1,AEP,XEL,73.8328,52.5964,0.9745,1.4702,0,0.0,0.0,0.0,HOLD_CASH
2019-10-18,1,AEP,XEL,74.7379,52.8773,0.9745,2.3431,-1,0.0,-0.0833,-0.0833,ENTER_SHORT_A
2019-10-21,1,AEP,XEL,75.0078,53.1086,0.9745,1.8889,-1,0.0275,-0.0833,-0.0559,HOLDING
2019-10-22,1,AEP,XEL,74.7458,53.0425,0.9745,1.3536,-1,0.124,-0.0833,0.0407,HOLDING
2019-10-23,1,AEP,XEL,74.976,53.2325,0.9745,1.1631,-1,0.1418,-0.0833,0.0585,HOLDING
2019-10-24,1,AEP,XEL,75.9922,53.3151,0.9745,2.4252,-1,-0.3678,-0.0833,-0.4511,HOLDING
2019-10-25,1,AEP,XEL,74.9046,52.5716,0.9745,1.9963,-1,-0.3319,-0.0833,-0.4152,HOLDING
2019-10-28,1,AEP,XEL,74.1265,51.5803,0.9745,2.4054,-1,-0.6636,-0.0833,-0.7469,HOLDING
2019-10-29,1,AEP,XEL,73.9678,51.696,0.9745,1.7741,-1,-0.4839,-0.0833,-0.5673,HOLDING
2019-10-30,1,AEP,XEL,74.7061,52.3073,0.9745,1.4264,-1,-0.4254,-0.0833,-0.5087,HOLDING
