Date,Pair_Rank,Ticker_A,Ticker_B,Price_A,Price_B,ZScore,Position,Unrealized_PnL,Realized_PnL,Cumulative_PnL,Status
2013-08-06,1,D,EVRG,34.8568,21.0971,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-07,1,D,EVRG,35.1799,21.1096,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-08,1,D,EVRG,35.4268,21.0531,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-09,1,D,EVRG,35.4503,20.9274,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-12,1,D,EVRG,35.2975,20.984,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-13,1,D,EVRG,35.4033,20.8646,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-14,1,D,EVRG,34.5865,20.6196,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-15,1,D,EVRG,34.0283,20.2803,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-16,1,D,EVRG,33.7521,19.9913,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-19,1,D,EVRG,33.7168,19.784,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-20,1,D,EVRG,34.0106,19.8657,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-21,1,D,EVRG,33.6639,19.5767,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-22,1,D,EVRG,33.9401,19.6835,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-23,1,D,EVRG,34.5865,19.7966,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-26,1,D,EVRG,34.2809,19.6332,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-27,1,D,EVRG,34.3808,19.6081,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-28,1,D,EVRG,34.516,19.6772,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-29,1,D,EVRG,34.3926,19.6458,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-08-30,1,D,EVRG,34.2868,19.5453,0.0,0,0.0,0.0,0.0,HOLD_CASH
2013-09-03,1,D,EVRG,33.9519,19.1683,1.6361,0,0.0,0.0,0.0,HOLD_CASH
2013-09-04,1,D,EVRG,34.191,19.2877,1.5366,0,0.0,0.0,0.0,HOLD_CASH
2013-09-05,1,D,EVRG,34.1257,19.0653,1.7861,0,0.0,0.0,0.0,HOLD_CASH
2013-09-06,1,D,EVRG,34.1376,19.0335,1.6578,0,0.0,0.0,0.0,HOLD_CASH
2013-09-09,1,D,EVRG,34.4284,19.1479,1.5621,0,0.0,0.0,0.0,HOLD_CASH
2013-09-10,1,D,EVRG,34.6598,19.3004,1.3644,0,0.0,0.0,0.0,HOLD_CASH
2013-09-11,1,D,EVRG,34.7784,19.2051,1.537,0,0.0,0.0,0.0,HOLD_CASH
2013-09-12,1,D,EVRG,35.4727,19.1161,2.206,-1,0.0,-0.5,-0.5,ENTER_SHORT_A
2013-09-13,1,D,EVRG,36.3628,19.1606,2.5299,-1,-5.6915,-0.5,-6.1915,HOLDING
2013-09-16,1,D,EVRG,36.2619,19.0463,2.2313,-1,-6.4761,-0.5,-6.9761,HOLDING
2013-09-17,1,D,EVRG,36.6417,19.1034,2.0929,-1,-8.4048,-0.5,-8.9048,HOLDING
2013-09-18,1,D,EVRG,37.6149,19.7006,1.7214,-1,-7.4535,-0.5,-7.9535,HOLDING
2013-09-19,1,D,EVRG,37.508,19.6625,1.5141,-1,-7.1992,-0.5,-7.6992,HOLDING
2013-09-20,1,D,EVRG,36.9503,19.4147,1.3112,-1,-6.5083,-0.5,-7.0083,HOLDING
2013-09-23,1,D,EVRG,37.1698,19.7578,0.895,-1,-3.5691,-0.5,-4.0691,HOLDING
2013-09-24,1,D,EVRG,37.0571,19.815,0.6511,-1,-2.0267,-0.5,-2.5267,HOLDING
2013-09-25,1,D,EVRG,37.0393,19.5164,0.9769,-1,-5.8063,-0.5,-6.3063,HOLDING
2013-09-26,1,D,EVRG,37.2707,19.6498,0.8712,-1,-5.6925,-0.5,-6.1925,HOLDING
2013-09-27,1,D,EVRG,37.0452,19.4592,0.8988,-1,-6.5959,-0.5,-7.0959,HOLDING
2013-09-30,1,D,EVRG,37.0749,19.4719,0.8278,-1,-6.6389,-0.5,-7.1389,HOLDING
2013-10-01,1,D,EVRG,37.0927,19.5926,0.5587,-1,-5.1857,-0.5,-5.6857,HOLDING
2013-10-02,1,D,EVRG,36.9918,19.4592,0.6382,-1,-6.2195,-0.5,-6.7195,HOLDING
2013-10-03,1,D,EVRG,36.7663,19.2114,0.8348,-1,-7.8707,-0.5,-8.3707,HOLDING
2013-10-04,1,D,EVRG,36.9206,19.1352,1.1234,-1,-9.9549,-0.5,-10.4549,HOLDING
2013-10-07,1,D,EVRG,36.5823,19.0399,0.8795,-1,-8.8175,-0.5,-9.3175,HOLDING
2013-10-08,1,D,EVRG,36.5586,19.2114,0.2655,-1,-6.407,-0.5,-6.907,HOLDING
2013-10-09,1,D,EVRG,36.4993,19.2559,-0.2836,-1,-5.4072,-0.5,-5.9072,HOLDING
2013-10-10,1,D,EVRG,37.1401,19.618,-0.6807,-1,-5.1878,-0.5,-5.6878,HOLDING
2013-10-11,1,D,EVRG,37.3538,19.7896,-1.039,-1,-4.4502,-0.5,-4.9502,HOLDING
2013-10-14,1,D,EVRG,37.152,19.599,-0.4118,-1,-5.5208,-0.5,-6.0208,HOLDING
2013-10-15,1,D,EVRG,36.6713,19.3321,-0.2495,-1,-5.6227,-0.5,-6.1227,HOLDING
2013-10-16,1,D,EVRG,37.4843,19.5354,1.3268,-1,-8.6935,-0.5,-9.1935,HOLDING
2013-10-17,1,D,EVRG,37.8878,19.8721,0.4399,-1,-7.1338,-0.5,-7.6338,HOLDING
2013-10-18,1,D,EVRG,37.7869,19.9166,-0.224,-1,-5.8413,-0.5,-6.3413,HOLDING
